"country","year","current_account_balance_pct_gdp","govt_gross_debt_pct_gdp","population_millions","unemployment_rate_pct","gdp_per_capita_ppp","gdp_growth_pct","inflation_avg_cpi_pct","inflation_change_pct","region","ihs_inflation","ihs_unemployment","ihs_debt","ihs_gdp_growth"
"Luxembourg",1985,-12.941,82.261,0.367,1.667,50657.02,5.596,4.094,-1.543,"Advanced Economies",2.11726231948945,1.28396714871916,5.10308124250891,2.42308863755402
"Malta",1985,5.627,7.998,0.332,12.2,16213.92,0.417,-0.236,0.207,"Advanced Economies",-0.233862442865287,3.19625857216558,2.77622418071794,0.405772782206512
"Netherlands",1985,2.936,67.188,14.454,7.327,31815.93,2.656,2.3,-1.1,"Advanced Economies",1.57027854348498,2.68933794003495,4.90069721657769,1.70365953789649
"New Zealand",1985,-6.614,64.111,3.242,3.922,26786.67,1.213,15.38,9.251,"Advanced Economies",3.42727035709121,2.07561908556613,4.85382395506956,1.02426900103324
"Norway",1985,4.418,36.921,4.159,2.588,38979.1,5.553,5.715,-0.503,"Advanced Economies",2.44380939628101,1.67942671358851,4.30211102235465,2.41549610309618
"Portugal",1985,1.395,29.055,10.024,8.674,17256.53,1.636,19.335,-9.965,"Advanced Economies",3.65573216711968,2.85678356276244,4.06263377542709,1.26791026636868
"Puerto Rico",1985,1.529,42.059,3.349,21.8,17328.07,2.061,0.212,-1.522,"Advanced Economies",0.210443262303519,3.77558278574246,4.43236187106128,1.47058736384582
"Singapore",1985,0.109,79.253,2.736,4.565,27515.78,-0.623,0.492,-2.112,"Advanced Economies",0.474044983581216,2.2233520040058,5.06583224745266,-0.588446927057055
"Spain",1985,1.149,42.059,38.686,21.305,21863.94,2.362,8.815,-2.465,"Advanced Economies",2.87280390796242,3.75263929147258,4.43236187106128,1.59472312240492
"Sweden",1985,-1.026,25.543,8.358,3.85,31338.31,2.326,7.367,-0.654000000000001,"Advanced Economies",2.69473261063805,2.05767519167325,3.9338934411726,1.58059642385393
"Switzerland",1985,5.471,48.57,6.456,0.982,50923.76,3.713,3.427,0.49,"Advanced Economies",1.94547005610225,0.868588218669201,4.57625919516735,2.02264693215893
"Taiwan, China",1985,14.471,40.778,19.314,2.91,10807.62,4.807,-0.162,-0.131,"Advanced Economies",-0.161299651848619,1.78959509310162,4.40144021167556,2.27386801036095
"United Kingdom",1985,-0.061,41.285,56.554,11.375,26737.96,4.088,5.16,0.712,"Advanced Economies",2.343343669978,3.12649170340752,4.41379306094466,2.11583763060066
"United States",1985,-2.723,0,238.416,7.192,35807.24,4.169,3.528,-0.84,"Advanced Economies",1.97338435049604,2.67091507418167,0,2.13490648096497
"Australia",1986,-5.048,117.119,16.139,8.117,28749.88,2.448,9.05,2.315,"Advanced Economies",2.89895046638709,2.79088084258588,5.45635591773221,1.62774376074275
"Austria",1986,0.21,53.43,7.557,3.1,34423.53,2.341,1.737,-1.453,"Advanced Economies",1.31942984468629,1.84960367947318,4.67160712791395,1.58650486997544
"Belgium",1986,2.622,124.67,9.859,10.05,31509.24,1.823,1.296,-3.572,"Advanced Economies",1.07600985652587,3.00318586172399,5.51883351134448,1.36155629474452
